title,url,publishedAt
The Leeds bakery that gave away 200 meals to families struggling to feed children,https://www.theguardian.com/world/2020/oct/31/the-leeds-bakery-that-gave-away-200-meals-to-families-struggling-to-feed-children,2020-10-31T18:26:27Z
"Deal on cross-border tax needed to save economies ravaged by Covid-19, says OECD",https://www.theguardian.com/business/2020/oct/12/deal-on-cross-border-tax-needed-to-save-economies-ravaged-by-covid-19-says-oecd,2020-10-12T18:17:25Z
Joseph Gordon-Levitt: 'Playing a cop means something different now',https://www.theguardian.com/film/2020/aug/20/joseph-gordon-levitt-playing-a-cop-means-something-different-now,2020-08-20T17:00:26Z
"Farms still need up to 40,000 UK workers to harvest fruit and veg",https://www.theguardian.com/business/2020/may/20/farms-still-need-up-to-40000-uk-workers-to-harvest-fruit-and-veg,2020-05-20T18:19:28Z
"Morning mail: inner-Sydney cluster grows, America's 'red zone', the anti-real estate agent",https://www.theguardian.com/australia-news/2020/jul/30/morning-mail-inner-sydney-cluster-grows-americas-red-zone-the-anti-real-estate-agent,2020-07-29T21:14:56Z
Stock markets tumble as Ryanair and RBS warn on coronavirus damage – as it happened,https://www.theguardian.com/business/live/2020/may/01/stock-markets-ftse-100-wall-street-amazon-apple-rbs-ryanair-coronavirus-covid-19-sterling-manufacturing-business-live,2020-05-01T14:12:37Z
UK government accused of pursuing 'white nationalist' agenda,https://www.theguardian.com/politics/2020/dec/29/uk-government-accused-pursuing-white-nationalist-agenda-runnymede-trust,2020-12-29T06:00:35Z
Joe Rogan hosts Alex Jones on Spotify podcast despite ban,https://www.theguardian.com/technology/2020/oct/28/joe-rogan-hosts-alex-jones-on-spotify-podcast-despite-ban,2020-10-28T17:53:41Z
"Tom Hanks on surviving coronavirus: 'I had crippling body aches, fatigue and couldn't concentrate'",https://www.theguardian.com/film/2020/jul/06/tom-hanks-on-surviving-coronavirus-i-had-crippling-body-aches-fatigue-and-couldnt-concentrate,2020-07-06T05:00:03Z
The whole world in a bedroom: seven of the most imaginative picture books for lockdown life,https://www.theguardian.com/books/2020/apr/22/the-whole-world-in-a-bedroom-seven-of-the-most-imaginative-picture-books-for-lockdown-life,2020-04-22T17:30:03Z
Grow moss to give you a green lift all year round,https://www.theguardian.com/lifeandstyle/2020/oct/18/james-wong-gardens-grow-moss-to-give-you-a-green-lift-all-year-round,2020-10-18T07:15:43Z
Unearthing edible treasures on the plot | Allan Jenkins,https://www.theguardian.com/lifeandstyle/2020/aug/09/unearthing-edible-treasures-on-the-plot-after-a-long-absence,2020-08-09T05:15:28Z
English wines win record number of awards in global tasting competition,https://www.theguardian.com/food/2020/sep/22/english-wines-win-record-number-of-awards-in-global-tasting-competition,2020-09-21T23:01:02Z
Qatari contact-tracing app 'put 1m people's sensitive data at risk',https://www.theguardian.com/world/2020/may/27/qatar-contact-tracing-app-1m-people-sensitive-data-at-risk-coronavirus-covid-19,2020-05-27T16:08:42Z
Thomasina Miers' recipe for roast beets in white mole sauce | The simple fix,https://www.theguardian.com/food/2020/oct/05/thomasina-miers-recipe-for-roast-beets-white-mole-sauce,2020-10-05T11:00:56Z
Which streaming stick should I buy for Disney+?,https://www.theguardian.com/technology/askjack/2020/mar/12/which-streaming-stick-should-i-buy-for-disney,2020-03-12T08:00:26Z
'You have no one to talk to': Māori pensioners face hardships during lockdown,https://www.theguardian.com/world/2020/aug/30/you-have-no-one-to-talk-to-maori-pensioners-face-hardships-during-lockdown,2020-08-29T18:00:15Z
Only 50% of Britons would download NHS tracing app – poll,https://www.theguardian.com/world/2020/may/10/only-50-of-britons-would-download-nhs-tracing-app-poll,2020-05-10T05:16:16Z
Angela Scanlon: ‘I miss how innocent reality TV used to be',https://www.theguardian.com/tv-and-radio/2020/nov/11/angela-scanlon-i-miss-how-innocent-reality-tv-used-to-be,2020-11-11T14:00:39Z
Hong Kong: at least 60 people arrested on China's national day,https://www.theguardian.com/world/2020/oct/01/hong-kong-at-least-60-people-arrested-on-china-national-day,2020-10-01T11:21:05Z
This tech giant up for sale is a homegrown miracle – it must be saved for Britain | Will Hutton,https://www.theguardian.com/commentisfree/2020/aug/09/this-tech-giant-up-for-sale-is-a-homegrown-miracle-it-must-be-saved-for-britain,2020-08-09T06:45:30Z
Johnny Williams' fire and thunder gives Wales a respite from the gloom | Robert Kitson,https://www.theguardian.com/sport/blog/2020/nov/28/johnny-williams-england-wales-rugby-union-autumn-nations-cup,2020-11-28T18:52:47Z
Coronavirus Australia latest: 25 April at a glance,https://www.theguardian.com/australia-news/2020/apr/25/coronavirus-australia-latest-at-a-glance,2020-04-25T07:52:17Z
One Two Three Four: The Beatles in Time by Craig Brown – review,https://www.theguardian.com/books/2020/apr/13/one-two-three-four-the-beatles-in-time-by-craig-brown-review,2020-04-13T06:00:05Z
"Morning mail: Victorian lockdown eased, demographic shock, Nazca Lines' secret revealed",https://www.theguardian.com/australia-news/2020/oct/19/morning-mail-victorian-lockdown-eased-demographic-shock-nazca-lines-secret-revealed,2020-10-18T20:10:56Z
‘The risks are now off the table’: Wall Street looks forward to Biden presidency,https://www.theguardian.com/business/2020/nov/06/the-risks-are-now-off-the-table-wall-street-looks-forward-to-biden-presidency,2020-11-06T13:00:46Z
Labor demands 200 big companies reveal if they used jobkeeper to pay dividends,https://www.theguardian.com/australia-news/2020/oct/19/labor-demands-200-big-companies-reveal-if-they-used-jobkeeper-to-pay-dividends,2020-10-18T16:30:03Z
A meal in a bowl: winter soups to warm body and soul – recipes,https://www.theguardian.com/food/2020/nov/07/winter-soup-recipes-stosie-madi-gurnard-beef-shin-macaroni-pheasant-barley-broth-ham-hock-roast-quash-lentil-chard,2020-11-07T11:00:08Z
'Game of Thrones with parkour': how will Netflix adapt Assassin's Creed?,https://www.theguardian.com/tv-and-radio/2020/nov/04/game-of-thrones-with-parkour-how-will-netflix-adapt-assassins-creed,2020-11-04T13:00:17Z
Twitter hacked: panic and joy as verified users with blue tick forbidden from posting,https://www.theguardian.com/technology/2020/jul/16/twitter-hacked-panic-and-joy-as-verified-users-with-blue-tick-forbidden-from-posting,2020-07-16T05:26:08Z
"Morning mail: Biden's supreme court plea, gas promise dispute, Slovenian wins Tour de France",https://www.theguardian.com/australia-news/2020/sep/21/morning-mail-bidens-supreme-court-plea-gas-promise-dispute-slovenian-wins-tour-de-france,2020-09-20T21:08:07Z
Facebook data to show Australians' movement as they emerge from coronavirus lockdown,https://www.theguardian.com/australia-news/2020/jun/03/facebook-data-to-show-australians-movement-as-they-emerge-from-coronavirus-lockdown,2020-06-03T07:09:41Z
From corruption to summer camp: the best documentaries of 2020,https://www.theguardian.com/film/2020/dec/30/best-documentaries-2020-film,2020-12-30T08:20:06Z
Country Life publisher Future to buy GoCompare for £594m,https://www.theguardian.com/business/2020/nov/25/country-life-publisher-future-to-buy-gocompare-for-594m,2020-11-25T15:41:55Z
The Guardian view on lessons from Grenfell: when money comes first | Editorial,https://www.theguardian.com/commentisfree/2020/nov/24/the-guardian-view-on-lessons-from-grenfell-when-money-comes-first,2020-11-24T18:43:48Z
No ginger spice? Here’s how to make your recipes sing without it,https://www.theguardian.com/food/2020/dec/10/no-ginger-spice-heres-how-to-make-your-recipes-sing-without-it,2020-12-10T11:30:03Z
Could Steve McQueen start a lovers rock revival with Small Axe?,https://www.theguardian.com/music/2020/nov/23/could-steve-mcqueen-small-axe-spark-a-lovers-rock-revival,2020-11-23T07:00:45Z
The spirits of Christmas: drinkable homemade gifts – recipes,https://www.theguardian.com/food/2020/nov/21/the-spirits-of-christmas-drinkable-homemade-gifts-recipes-clementine-cordial-festive-punch-chestnut-brandy-syrup-infused-vodka,2020-11-21T11:00:52Z
Netflix now worth more than ExxonMobil as value reaches $196bn,https://www.theguardian.com/media/2020/apr/16/netflix-now-worth-more-than-exxonmobil-as-value-reaches-187bn,2020-04-16T18:18:45Z
"Xbox Series X to launch in November, but Halo Infinite delayed until 2021",https://www.theguardian.com/games/2020/aug/12/xbox-series-x-to-launch-in-november-but-halo-infinite-delayed-until-2021,2020-08-12T09:09:47Z
Samsung Galaxy Book Flex review: long battery laptop with fold-back screen,https://www.theguardian.com/technology/2020/aug/26/samsung-galaxy-book-flex-review-long-battery-laptop-with-fold-back-screen,2020-08-26T06:00:16Z
Don't bin vegetable scraps: turn them into kimchi | Waste Not,https://www.theguardian.com/food/2020/feb/22/dont-bin-vegetable-scraps-turn-them-into-kimchi,2020-02-22T06:00:15Z
Facebook faces antitrust allegations over deals for Instagram and WhatsApp,https://www.theguardian.com/technology/2020/dec/08/facebook-antitrust-lawsuits-instagram-whatsapp,2020-12-08T19:12:52Z
A year for corporate titans who could lose their shirt and still make a packet,https://www.theguardian.com/business/2020/dec/27/a-year-for-corporate-titans-who-could-lose-their-shirt-and-still-make-a-packet,2020-12-27T00:05:29Z
Coronavirus crisis 'may have staved off threats to BBC licence fee',https://www.theguardian.com/tv-and-radio/2020/may/13/bbc-has-huge-public-service-role-say-broadcasting-leaders,2020-05-13T17:54:55Z
Jack Ma's Ant set for world's biggest share offering at £26bn,https://www.theguardian.com/business/2020/oct/26/jack-mas-ant-set-for-worlds-biggest-flotation-at-26bn,2020-10-26T17:06:59Z
Big tech firms add $163bn to market values despite Covid and legal scrutiny,https://www.theguardian.com/technology/2020/oct/29/google-facebook-apple-amazon-third-quarter-earnings,2020-10-29T22:15:06Z
Tamal Ray's recipe for mini blackberry and hazelnut trifles | The sweet spot,https://www.theguardian.com/food/2020/sep/05/tamal-ray-recipe-mini-blackberry-and-hazelnut-trifles,2020-09-05T10:30:06Z
"Daffodil Mulligan, London: ‘A certain optimism’ – restaurant review",https://www.theguardian.com/food/2020/oct/04/jay-rayner-restaurant-review-daffodil-mulligan-london-a-certain-optimism,2020-10-04T05:00:43Z
Tending land by the sea | Allan Jenkins,https://www.theguardian.com/lifeandstyle/2020/jul/19/allan-jenkins-plot-29-devon-denmark-coastal-landscape,2020-07-19T05:15:41Z
Warren Buffett invests $6bn in Japan's five biggest trading houses,https://www.theguardian.com/business/2020/aug/31/warren-buffett-invests-6bn-in-japan-five-biggest-trading-houses,2020-08-31T13:11:47Z
How did the Covidsafe app go from being vital to almost irrelevant?,https://www.theguardian.com/world/2020/may/24/how-did-the-covidsafe-app-go-from-being-vital-to-almost-irrelevant,2020-05-23T20:00:03Z
The week in theatre: Fanny and Stella; The House That Slipped; Alice: A Virtual Theme Park – review,https://www.theguardian.com/stage/2020/aug/09/fanny-and-stella-garden-eagle-review-the-house-that-slipped-alice-a-virtual-theme-park,2020-08-09T09:30:33Z
I May Destroy You's Weruche Opia: 'Michaela Coel showed our flaws and complexities',https://www.theguardian.com/tv-and-radio/2020/dec/22/i-may-destroy-you-weruche-opia-i-was-happy-to-see-that-people-got-it,2020-12-22T15:00:19Z
'A climate change-scale problem': how the internet is destroying us,https://www.theguardian.com/film/2020/sep/08/the-social-dilemma-netflix-internet-tech-film,2020-09-08T15:23:59Z
Twelve arrested at sea while trying to flee to Taiwan from Hong Kong,https://www.theguardian.com/world/2020/aug/27/ten-arrested-under-hong-kong-security-law-while-trying-to-flee-to-taiwan,2020-08-27T21:48:51Z
"Creator of copy and paste command, Larry Tesler, dies aged 74",https://www.theguardian.com/technology/2020/feb/20/creator-of-copy-and-paste-command-larry-tesler-dies-aged-74,2020-02-20T22:31:39Z
Each week Beijing's message to Hong Kong gets clearer: we can do what we like | Ilaria Maria Sala,https://www.theguardian.com/commentisfree/2020/aug/15/each-week-bejings-message-to-hong-kong-gets-clearer-we-can-do-what-we-like,2020-08-15T11:00:41Z
Facebook says it may quit Europe over ban on sharing data with US,https://www.theguardian.com/technology/2020/sep/22/facebook-says-it-may-quit-europe-over-ban-on-sharing-data-with-us,2020-09-22T15:54:00Z
Thomasina Miers' recipe for crispy cauliflower steaks with a saffron escabeche | The simple fix,https://www.theguardian.com/food/2020/sep/21/thomasina-miers-recipe-for-crispy-cauliflower-steaks-with-a-saffron-escabeche,2020-09-21T12:00:23Z
10 of the UK’s best gardens to explore,https://www.theguardian.com/travel/2020/aug/02/10-of-the-uk-best-gardens-to-explore,2020-08-02T06:00:05Z
"The Picture of Dorian Gray review – Eryn Jean Norvill dazzles in ambitious, whip-smart production",https://www.theguardian.com/stage/2020/nov/29/the-picture-of-dorian-gray-review-eryn-jean-norvill-dazzles-in-ambitious-whip-smart-production,2020-11-29T01:36:26Z
OnePlus 8 Pro review: the Samsung killer,https://www.theguardian.com/technology/2020/apr/23/oneplus-8-pro-review-the-samsung-killer-android-5g,2020-04-23T06:00:06Z
Trade unions urge EU to investigate Amazon effort to spy on workers,https://www.theguardian.com/technology/2020/sep/30/trade-unions-urge-eu-to-investigate-amazon-effort-to-spy-on-workers,2020-09-30T16:37:33Z
MPs launch inquiry into potential Chinese asset stripping of UK firms,https://www.theguardian.com/business/2020/apr/08/mps-launch-inquiry-into-potential-chinese-asset-stripping-of-uk-firms,2020-04-08T11:39:41Z
"Bean there: my love of fabada in Asturias, Spain – plus the recipe",https://www.theguardian.com/travel/2020/nov/28/my-love-of-fabada-bean-pork-stew-asturias-spain-and-recipe,2020-11-28T06:00:51Z
Pixel 5 review: Google gets back to basics,https://www.theguardian.com/technology/2020/oct/16/pixel-5-review-google-back-to-basics-light-low-specs,2020-10-16T06:00:03Z
'This isn't an outdated ivory tower': how Oxford university leapfrogged its rivals,https://www.theguardian.com/education/2020/sep/05/this-isnt-an-outdated-ivory-tower-how-oxford-university-leapfrogged-its-rivals,2020-09-05T07:00:05Z
Withings Sleep Analyzer review: advanced sleep tracking made easy,https://www.theguardian.com/technology/2020/jun/25/withings-sleep-analyzer-review-advanced-sleep-tracking-made-easy,2020-06-25T06:00:37Z
Jacob Collier: 'weirdo' Brit to battle for Grammy album of the year,https://www.theguardian.com/music/2020/nov/28/jacob-collier-grammy-nomination-best-album,2020-11-28T08:00:03Z
Hasan Minhaj's honest 2019 remarks about being an actor of color go viral,https://www.theguardian.com/tv-and-radio/2020/nov/24/hasan-minhaj-vanity-fair-actor-of-color,2020-11-24T18:13:36Z
"White noise as sleep aid may do more harm than good, say scientists",https://www.theguardian.com/lifeandstyle/2020/oct/18/white-noise-as-sleep-aid-may-do-more-harm-than-good-say-scientists,2020-10-18T11:49:03Z
"Alexa, Siri... Elsa? Children drive boom in smart speakers",https://www.theguardian.com/technology/2020/oct/18/alexa-siri-elsa-children-drive-boom-in-smart-speakers,2020-10-18T10:00:47Z
Masked monsters and socially distanced spooks: celebrating Halloween at home,https://www.theguardian.com/lifeandstyle/2020/oct/18/masked-monsters-and-socially-distanced-spooks-celebrating-halloween-at-home,2020-10-18T07:45:44Z
Spotify podcast deal could make Joe Rogan world's highest paid broadcaster,https://www.theguardian.com/media/2020/may/24/spotify-podcast-deal-the-joe-rogan-experience,2020-05-24T11:41:25Z
Country diary: observing the painstaking work of a leafcutter bee,https://www.theguardian.com/environment/2020/jul/28/country-diary-observing-the-painstaking-work-of-a-leafcutter-bee,2020-07-28T04:30:12Z
The Weeknd alleges Grammys corruption after nominations snub,https://www.theguardian.com/music/2020/nov/25/the-weeknd-alleges-grammys-corruption-after-nominations-snub,2020-11-25T10:35:46Z
First Thing: 'A chapter in the book of Washington Covid mismanagement',https://www.theguardian.com/us-news/2020/aug/10/first-thing-a-chapter-in-the-book-of-washington-covid-mismanagement,2020-08-10T10:19:14Z
On my radar: Lisa Taddeo's cultural highlights,https://www.theguardian.com/culture/2020/may/23/on-my-radar-lisa-taddeo-cultural-highlights-revolutionary-road-fiona-apple-norimaki-taschen-modern-art-charles-wysocki-duolingo,2020-05-23T14:00:55Z
"Garmin Forerunner 745 review: the run, bike, swim-tracking sweet spot?",https://www.theguardian.com/technology/2020/nov/02/garmin-forerunner-745-review-the-run-bike-swim-tracking-sweet-spot,2020-11-02T07:00:44Z
From ketchup to pineapples: the food that should never be kept in a fridge,https://www.theguardian.com/food/shortcuts/2020/mar/05/from-ketchup-to-pineapples-the-food-that-should-never-be-kept-in-a-fridge,2020-03-05T09:00:03Z
"Berry good: 17 ways with cranberries, from festive pithiviers to delicious spiced punch",https://www.theguardian.com/food/2020/dec/09/berry-good-17-ways-with-cranberries-from-festive-pithiviers-to-delicious-spiced-punch,2020-12-09T15:41:56Z
Pixel Buds review: Google's competent AirPods alternative,https://www.theguardian.com/technology/2020/jul/20/google-pixel-buds-review-airpods-alternative,2020-07-20T06:00:12Z
"Vegetable etiquette: is it OK to break off broccoli stalks, and other moral questions",https://www.theguardian.com/commentisfree/2020/may/29/vegetable-etiquette-broccoli-stalks-shopping-customers,2020-05-29T01:16:05Z
Defending Jacob review – Chris Evans takes his heroics to the dark side,https://www.theguardian.com/tv-and-radio/2020/apr/24/defending-jacob-review-chris-evans-captain-america-michelle-dockery-jaeden-martell,2020-04-23T23:00:08Z
Nvidia Shield TV review: the best Android TV box with brilliant AI upscaling,https://www.theguardian.com/technology/2020/feb/26/nvidia-shield-tv-review-the-best-android-tv-box-with-brilliant-ai-upscaling,2020-02-26T07:00:12Z
Fault in NHS Covid app meant thousands at risk did not quarantine,https://www.theguardian.com/world/2020/nov/02/fault-in-nhs-covid-app-meant-thousands-at-risk-did-not-quarantine,2020-11-02T17:14:17Z
'Music is as good as gold or oil': meet the man spending billions on old hits,https://www.theguardian.com/business/2020/aug/08/music-hits-elton-john-beyonce-merck-mercuriadis,2020-08-08T06:00:00Z
"Remember, remember: from slow roast brisket to cinder toffee – the 10 best Bonfire Night treats",https://www.theguardian.com/lifeandstyle/2020/nov/03/remember-remember-from-slow-roast-brisket-to-cinder-toffee-the-10-best-bonfire-night-treats,2020-11-03T11:30:47Z
Richard Branson's bailout plea proves there's no one more shameless | Marina Hyde,https://www.theguardian.com/commentisfree/2020/apr/21/richard-branson-bailout,2020-04-21T14:56:42Z
"Brent Underwood, trapped in a town with only ghosts for company",https://www.theguardian.com/commentisfree/2020/apr/25/brent-underwood-trapped-in-a-town-with-only-ghosts-for-company,2020-04-25T15:00:48Z
Worried about Zoom's privacy problems? A guide to your video-conferencing options,https://www.theguardian.com/technology/2020/apr/08/zoom-privacy-video-chat-alternatives,2020-04-09T05:00:36Z
The UK economy in August: sales jump but tough choices lie ahead,https://www.theguardian.com/business/2020/aug/28/uk-economy-august-sales-jump-tough-choices-national-debt,2020-08-28T06:00:16Z
Sennheiser Momentum True Wireless 2 review: top-quality sound with ANC,https://www.theguardian.com/technology/2020/apr/03/sennheiser-momentum-true-wireless-2-review-top-quality-sound-with-anc,2020-04-03T06:00:12Z
French minister: colleagues who didn’t download Covid app being ‘very French’,https://www.theguardian.com/world/2020/oct/05/french-minister-colleagues-who-didnt-download-covid-app-being-very-french,2020-10-05T08:37:11Z
Binge: is this Foxtel’s last gasp or the future of streaming in Australia?,https://www.theguardian.com/tv-and-radio/2020/may/27/binge-is-this-foxtels-last-gasp-or-the-future-of-streaming-in-australia,2020-05-26T17:30:08Z
"Sundance, sunset: is the death of indie cinema imminent?",https://www.theguardian.com/film/2020/aug/10/sundance-sunset-is-the-death-of-indie-cinema-imminent,2020-08-10T08:00:00Z
"Music streaming makes major labels rich, while musicians like me go broke | Nadine Shah",https://www.theguardian.com/commentisfree/2020/dec/03/music-streaming-major-labels-musicians-uk-government,2020-12-03T10:03:39Z
"They built it, but people did not come: the cautionary tale of Quibi",https://www.theguardian.com/tv-and-radio/2020/oct/23/why-quibi-is-a-cautionary-tale-shortform-netflix,2020-10-23T05:00:00Z
A good cause and an unexpected hit,https://www.theguardian.com/food/2020/may/31/a-good-cause-and-an-unexpected-hit-scrumptious-treats-from-harry-specters,2020-05-31T08:00:07Z
How to grow bugles | Alys Fowler,https://www.theguardian.com/lifeandstyle/2020/mar/28/how-to-grow-bugles,2020-03-28T11:00:24Z
The Guardian view on Brexit’s foreign takeover: losing control of tech | Editorial,https://www.theguardian.com/commentisfree/2020/sep/14/the-guardian-view-on-brexits-foreign-takeover-losing-control-of-tech,2020-09-14T17:31:15Z
"UK Covid-19 cases fall but fears grow over jobs, spending and debt",https://www.theguardian.com/business/2020/jul/30/uk-covid-19-cases-fall-but-fears-grow-over-jobs-spending-and-debt,2020-07-30T11:00:38Z
$1tn is just the start: why tech giants could double their market valuations,https://www.theguardian.com/technology/2020/jan/18/1-trillion-dollars-just-the-start-alphabet-google-tech-giants-double-market-valuation,2020-01-18T16:00:32Z
Bake me happy: 10 deliciously different mince pie recipes,https://www.theguardian.com/food/2020/nov/30/bake-me-happy-10-deliciously-different-mince-pie-recipes,2020-11-30T11:30:05Z
Jane Baxter's recipes for picnic salads | Four favourite recipes,https://www.theguardian.com/food/2020/jul/25/jane-baxter-boxed-salad-recipes-sweet-potato-corn-feta-red-pepper-watermelon-ajo-blanco-tarragon-summer-vegetable-tonnato-iceberg-cups-asian-slaw-peanut-dressing-recipes,2020-07-25T10:00:53Z
Streaming: in praise of new documentary platform True Story,https://www.theguardian.com/film/2020/nov/28/true-story-new-documentary-film-streaming-platform-the-world-before-your-feet,2020-11-28T08:00:05Z
Coronavirus: UK faces cardboard shortage due to crisis,https://www.theguardian.com/environment/2020/mar/31/uk-faces-cardboard-shortage-due-to-coronavirus-crisis,2020-03-31T09:29:18Z
Fossil Gen 5 review: Google’s Wear OS smartwatch at its best,https://www.theguardian.com/technology/2020/jan/24/fossil-gen-5-review-googles-wear-os-smartwatch-at-its-best,2020-01-24T07:00:19Z
Covid-19 and technology: ‘This time has shown me that analogue life has its advantages’,https://www.theguardian.com/membership/2020/jul/26/covid-19-and-technology-this-time-has-shown-me-that-analogue-life-has-its-advantages,2020-07-26T17:00:29Z
Tim Dowling: can I turn myself into St Francis of Assisi?,https://www.theguardian.com/lifeandstyle/2020/may/09/tim-dowling-turn-myself-into-st-francis-of-assisi,2020-05-09T05:00:47Z
"The day the Beatles broke up: fly away Paul - archive, April 1970",https://www.theguardian.com/music/from-the-archive-blog/2020/apr/09/day-beatles-broke-up-paul-mccartney-1970,2020-04-09T12:08:05Z
Some have prospered during Covid – it’s time they paid their fair share | Tom Kibasi,https://www.theguardian.com/commentisfree/2020/nov/09/covid-income-wealth-work-taxed,2020-11-09T16:41:05Z
Using Big Tech to tackle coronavirus risks swapping one lockdown for another | Adam Smith,https://www.theguardian.com/commentisfree/2020/apr/22/using-big-tech-to-tackle-coronavirus-risks-swapping-one-lockdown-for-another,2020-04-22T10:00:42Z
The only thing most of us will be wearing this party season is slightly smarter pyjamas | Grace Dent,https://www.theguardian.com/food/2020/nov/27/the-only-thing-most-of-us-will-be-wearing-this-party-season-is-slightly-smarter-pyjamas-grace-dent-food-industry-covid,2020-11-27T10:00:23Z
"If the UK really wants to be a sovereign nation, it should stand up to big tech | John Naughton",https://www.theguardian.com/commentisfree/2020/dec/12/if-the-uk-really-wants-to-be-a-sovereign-nation-it-should-stand-up-to-big-tech,2020-12-12T16:00:43Z
Country diary: retracing ancestors' steps on old farm tracks,https://www.theguardian.com/environment/2020/jun/26/country-diary-retracing-ancestors-steps-on-old-farm-tracks,2020-06-26T04:30:39Z
Maggie O'Farrell: 'I wrote at least 17 separate drafts of After You'd Gone',https://www.theguardian.com/books/2020/oct/17/cxxcx-maggie-ofarrell-on-after-youd-gone,2020-10-17T10:00:18Z
"Almost 10,000 people a day contracting Covid in UK, Hancock says",https://www.theguardian.com/world/2020/sep/24/almost-10000-people-a-day-contracting-covid-in-uk-hancock-says,2020-09-24T08:00:49Z
Sour grapes: wines with a good tang,https://www.theguardian.com/food/2020/mar/15/david-williams-wine-sour-grapes-english-sparkling-fizz-dolcetto,2020-03-15T06:00:50Z
"Surveillance a price worth paying to beat coronavirus, says Blair thinktank",https://www.theguardian.com/world/2020/apr/24/surveillance-a-price-worth-paying-to-beat-coronavirus-says-blair-thinktank,2020-04-24T14:10:28Z
'I have to ask my girlfriend to narrate': is TV failing visually impaired people?,https://www.theguardian.com/tv-and-radio/2020/apr/24/i-have-to-ask-my-girlfriend-to-narrate-is-tv-failing-visually-impaired-people,2020-04-24T14:18:20Z
"'If we go into tier 3, I'm done': Upminster fears tougher Covid rules",https://www.theguardian.com/world/2020/dec/12/tier-3-upminster-fears-tougher-covid-rules,2020-12-12T10:00:34Z
Country diary: I enjoy the company of a female tawny owl as I garden,https://www.theguardian.com/environment/2020/jun/29/country-diary-i-enjoy-the-company-of-a-female-tawny-owl-as-i-garden,2020-06-29T04:30:24Z
"Dry your eyes, Matt Hancock, the UK had almost nothing to do with this vaccine | Joel Golby",https://www.theguardian.com/commentisfree/2020/dec/08/dry-eyes-matt-hancock-uk-vaccine-covid-patriotism,2020-12-08T17:50:06Z
Conservatives call for Johnson's return amid signs of lockdown fatigue,https://www.theguardian.com/world/2020/apr/24/conservatives-call-for-johnson-return-amid-lockdown-fatigue-signs,2020-04-24T17:14:17Z
"Gardening is boring and messy. Plus, it often results in despair | Prove me wrong",https://www.theguardian.com/lifeandstyle/2020/dec/24/gardening-is-boring-and-messy-plus-it-often-results-in-despair,2020-12-23T16:30:50Z
New York isn’t dying. The rich are moving out and the city is being reborn | Arwa Mahdawi,https://www.theguardian.com/commentisfree/2020/sep/02/new-york-isnt-dying-the-rich-are-moving-out-and-the-city-is-being-reborn,2020-09-02T06:00:47Z
"Even in this year of Covid, New York just can't say no to Thanksgiving | Emma Brockes",https://www.theguardian.com/commentisfree/2020/nov/20/covid-new-york-thanksgiving-holidays,2020-11-20T14:00:30Z
Donald Trump makes baseless claim that 'dark shadows' are controlling Joe Biden,https://www.theguardian.com/us-news/2020/sep/01/donald-trump-makes-baseless-claim-that-dark-shadows-are-controlling-joe-biden,2020-09-01T05:26:55Z
"'Dark web' responsible for TikTok suicide video, says company",https://www.theguardian.com/technology/2020/sep/22/dark-web-responsible-for-tiktok-suicide-video-says-company,2020-09-22T14:48:28Z
Donald Trump expected to grant more pardons to allies in frenzied final month,https://www.theguardian.com/us-news/2020/dec/24/donald-trump-pardons-president-whats-next,2020-12-24T06:23:56Z
Autumn colour brings joy to UK's growing band of 'leaf peepers',https://www.theguardian.com/environment/2020/oct/09/autumn-colour-brings-joy-to-uks-growing-band-of-leaf-peepers,2020-10-09T10:35:55Z
Fairphone 3+ review: ethical smartphone gets camera upgrades,https://www.theguardian.com/technology/2020/aug/31/fairphone-3-review-ethical-smartphone-gets-camera-upgrades,2020-08-31T06:00:01Z
Heart meets humour: how Young Offenders put Cork on the map,https://www.theguardian.com/tv-and-radio/2020/aug/09/heart-meets-humour-how-young-offenders-put-cork-on-the-map,2020-08-09T06:46:30Z
Vegetarians rejoice: 10 nut roast recipes that won’t let you down,https://www.theguardian.com/food/2020/nov/16/vegetarians-rejoice-10-nut-roast-recipes-that-wont-let-you-down,2020-11-16T11:30:04Z
Iranian musicians help out in secret on Israeli singer's new record,https://www.theguardian.com/world/2020/oct/08/iranian-musicians-help-out-in-secret-on-israeli-singers-new-record,2020-10-08T04:00:26Z
Refreshing summer wines | David Williams,https://www.theguardian.com/food/2020/aug/09/refreshing-summer-wines-from-italy-and-france,2020-08-09T05:00:28Z
"Anna Jones' simple, staple recipes for lockdown",https://www.theguardian.com/food/2020/apr/03/anna-jones-simple-staple-recipes-for-lockdown,2020-04-03T11:00:18Z
"US economy will shrink 6.5% this year, Fed forecasts",https://www.theguardian.com/business/2020/jun/10/us-economy-federal-reserve-jobs-coronavirus,2020-06-10T18:49:34Z
Little Orpheus review – madcap adventure to the centre of the Earth,https://www.theguardian.com/games/2020/jun/18/little-orpheus-games-review,2020-06-18T09:00:45Z
Could it be magic: why store window displays mean more this Christmas,https://www.theguardian.com/fashion/2020/dec/04/could-it-be-magic-why-store-window-displays-mean-more-this-christmas,2020-12-04T07:15:52Z
‘I was thinking dark thoughts’: homeless during lockdown,https://www.theguardian.com/world/2020/aug/18/i-was-thinking-dark-thoughts-homeless-lockdown-covid-19-pandemic,2020-08-18T15:00:25Z
